Age,Percent
0,0.00000000
1,0.00000000
2,0.00000000
3,0.00000000
4,0.00000000
5,0.00000000
6,0.00000000
7,0.00000000
8,0.00000000
9,0.00000000
10,0.00000000
11,0.00000000
12,0.00000000
13,0.00000000
14,0.00000000
15,0.00000000
16,0.00000000
17,0.00000000
18,0.00000000
19,0.00000000
20,0.00000000
21,0.00000000
22,0.00000000
23,0.00000000
24,0.00000000
25,0.00000000
26,0.00000000
27,0.00000000
28,0.00000000
29,0.00000000
30,0.00000000
31,0.00000000
32,0.00000000
33,0.00000000
34,0.00000000
35,0.00000000
36,0.00000000
37,0.00000000
38,0.00000000
39,0.00000000
40,0.00000000
41,0.00000000
42,0.00000000
43,0.00000000
44,0.00000000
45,0.00000000
46,0.00000000
47,0.00000000
48,0.00000000
49,0.00000000
50,0.00000000
51,0.00000000
52,0.00000000
53,0.00000000
54,0.00000000
55,0.00000000
56,0.00000000
57,0.00000000
58,0.00000000
59,0.00000000
60,0.01014726
61,0.01014726
62,0.01014726
63,0.01014726
64,0.01014726
65,0.00992606
66,0.00992606
67,0.00992606
68,0.00992606
69,0.00992606
70,0.00992606
71,0.00992606
72,0.00992606
73,0.00992606
74,0.00992606
75,0.06078108
76,0.06078108
77,0.06078108
78,0.06078108
79,0.06078108
80,0.06078108
81,0.06078108
82,0.06078108
83,0.06078108
84,0.06078108
85,0.18420189
86,0.18420189
87,0.18420189
88,0.18420189
89,0.18420189
90,0.18420189
91,0.18420189
92,0.18420189
93,0.18420189
94,0.18420189
95,0.18420189
96,0.18420189
97,0.18420189
98,0.18420189
99,0.18420189
100,0.18420189
