Age,Percent
0,0
1,0
2,0
3,0.529
4,0.529
5,0.95
6,0.95
7,0.95
8,0.95
9,0.95
10,0.987
11,0.987
12,0.987
13,0.987
14,0.987
15,0.977
16,0.977
17,0.977
18,0.793
19,0.793
20,0.409
21,0.409
22,0.409
23,0.409
24,0.409
25,0.113
26,0.113
27,0.113
28,0.113
29,0.113
30,0.113
31,0.113
32,0.113
33,0.113
34,0.113
35,0.027
36,0.027
37,0.027
38,0.027
39,0.027
40,0.027
41,0.027
42,0.027
43,0.027
44,0.027
45,0.027
46,0.027
47,0.027
48,0.027
49,0.027
50,0.027
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
