5a58dfb4-93ec-44 27.0
6af2c242-671e-43 27.0
ddd5dc88-79bb-48 42.0
2c202901-25e1-46 39.0
94a678d0-dbde-4b 22.0
25d13482-f103-49 64.0
65bbb8c2-bc30-43 62.0
519e0b53-df60-4e 54.0
3c134b5a-9ba5-46 23.0
3f79d757-a865-47 48.0
26b53287-710c-46 52.0
537254c4-5253-4e 13.0
dfca38a4-8795-42 52.0
2545e702-2884-48 52.0
359ba622-779e-48 73.0
0228cfe8-47b1-41 69.0
c0570447-49ba-4f 62.0
dfc2a778-e47a-48 9.0
12435ea7-a893-4b 91.0
4c4ab6f6-2913-4a 27.0
3de6776e-2fdf-4c 59.0
c2c85032-aaf2-41 23.0
336a0269-9ae6-46 93.0
eca2496e-130e-42 16.0
3aa6b2bb-aa09-45 47.0
bcaecc74-7ed6-48 20.0
c375952a-8648-40 49.0
d8b3876d-f966-42 15.0
65224522-0fa5-43 13.0
691ba8c7-5642-43 10.0
0dad2a42-2306-47 47.0
aa1cafae-5ae5-40 58.0
a714a774-c01f-4b 58.0
c5b48d9a-2662-46 26.0
df464c29-a79f-4b 50.0
1b5a2210-9e0f-4e 26.0
fd104670-70fd-48 43.0
d6d49912-9154-4f 21.0
04821753-70cb-48 19.0
8cb87557-4b83-47 27.0
deafbdc4-5347-43 26.0
fbf0801a-b15f-47 36.0
4935a319-6455-4e 37.0
78efbda4-4519-40 48.0
b390c2cf-5d0a-4d 46.0
c48ab234-0e33-45 49.0
b18eee61-2cc4-40 7.0
374f8fc4-ac4f-45 45.0
4bd5330d-cb31-4f 8.0
cea3eecb-3557-43 28.0
8928c43f-28b1-44 52.0
8ba6221b-fecc-44 17.0
1158c543-b77c-49 50.0
06138362-f1bc-42 51.0
92844b2a-37f0-48 50.0
e7316177-e125-40 53.0
f69de8f4-a5bb-47 51.0
c8469c15-9b5b-4c 58.0
f783c18d-a924-4e 49.0
44b0d12c-7beb-47 50.0
d804c16b-5096-44 51.0
b8109e0b-6e6d-40 27.0
40239be8-eac3-45 25.0
d2099e0d-fe03-41 55.0
4fd3cf8c-cb84-47 84.0
b960c71b-7456-43 13.0
45a970f4-06f3-45 18.0
0c436f9b-072c-45 19.0
b16ab580-7c8a-47 46.0
8681436c-20aa-47 47.0
4c1755f7-7782-49 33.0
e104841e-8827-4a 46.0
411600c7-4518-4e 46.0
f3bbac55-5895-49 24.0
ca8458a4-081f-4f 19.0
ad533d60-a8bf-4c 23.0
78e29a17-1b63-49 26.0
a10d327c-f95a-41 23.0
682fe9c5-faf9-4c 47.0
a80a6549-12d6-48 76.0
897d478c-50ec-4c 50.0
d00929d8-bf4f-4b 25.0
de484040-e1af-41 53.0
cadade4a-be15-47 58.0
21893391-4914-44 2.0
a3f25257-d4ca-4e 49.0
52de0862-fd8d-48 26.0
ac059b58-dfc7-40 12.0
13b891e2-c535-43 52.0
2c707bc4-64c5-4e 37.0
e3c9aa46-4130-4e 38.0
479b8323-84dd-4a 11.0
7e578eac-1ccb-4a 38.0
945f63e6-1d44-4d 38.0
cce12556-5403-43 54.0
d31c843d-2d01-41 52.0
930cc146-6a14-44 28.0
3b9683d6-5e38-45 61.0
dcfc8322-c4ee-43 51.0
6c48a5b8-4e2f-41 1.0
c21c0f47-d8d7-42 19.0
66e3d674-db03-45 62.0
6ecbe0ca-1fa3-4d 46.0
67503af9-205b-47 27.0
c50afb8b-be4b-44 60.0
d6585933-bd47-41 61.0
5b6c0269-197a-48 17.0
d65178a3-5ef0-45 38.0
95983663-d65a-48 45.0
c70f698f-ccd5-4b 61.0
48257d69-7dff-4f 31.0
e045671d-ffb9-4e 24.0
50362667-1125-4b 96.0
f48117cc-9ef3-48 29.0
8dd967d2-4888-44 18.0
d53e45f5-efef-46 54.0
079750bf-d1cb-4a 43.0
1afd50d2-4d21-47 40.0
882f1581-68ef-47 13.0
bb747fe5-59f1-48 44.0
32f7948e-e031-46 32.0
53b509ba-b369-42 3.0
a496af5a-d46a-40 33.0
c285a50f-aa20-43 36.0
ea9a7349-71af-4d 73.0
82ad9a9a-f7c7-4d 31.0
d505661d-9af4-46 25.0
6e218103-5f54-4b 28.0
84863d3c-8624-4d 19.0
1d3298c7-5c8b-4f 74.0
78c353f6-b194-41 72.0
679240be-6060-4d 61.0
a1494767-cde0-4f 0.0
69ffa478-655a-4b 59.0
2388b7c2-e8e6-40 22.0
bd1a17f6-93f2-46 22.0
d5df08d2-0b33-43 44.0
0f6ab83e-3c2d-4f 39.0
11ce3f3c-b1d7-4f 4.0
6876e51d-c998-41 42.0
16a8a46f-ebc3-49 28.0
18004f2a-41f5-47 18.0
ddacdf90-c2a4-4e 84.0
b0858c0e-cc11-4a 27.0
c2f068f3-fb1c-42 8.0
7b146d55-7f52-45 64.0
2f761cf6-3e38-42 58.0
6b196b2b-e7ac-4b 56.0
b297f11b-6fce-46 16.0
32de4606-0d76-41 39.0
c33b1f48-6a0e-44 11.0
511bbc50-4b52-42 12.0
6b77b829-aaee-44 1.0
c4def4ad-c6ff-45 57.0
bbe6aba5-27c7-40 56.0
805203f7-67df-40 7.0
26294e71-77ce-44 21.0
df794cc6-f5d1-4f 42.0
7e89cf79-9d9c-4d 39.0
71c5949a-c30f-44 8.0
f2599450-a1e1-41 39.0
3245e724-6bdc-4a 54.0
6d8083e1-94c0-42 50.0
2b58b5ce-0a9d-4a 12.0
c72a02fc-6980-45 17.0
141469bb-6f9f-44 31.0
e0ac7cbf-aeac-46 8.0
69c28a08-f612-4b 9.0
fe7097a0-3953-42 3.0
2c267b20-7ace-40 20.0
b77687b8-8ca1-4e 26.0
6617d758-3a22-46 4.0
4e11d46c-b0e9-4a 47.0
551d50b0-9560-42 46.0
33dc6d74-0d70-4b 72.0
a8f9f686-142e-4f 1.0
d84691f2-4b93-4c 49.0
673a1777-a2b6-4d 51.0
c6525a30-2d13-40 32.0
eb3e52d6-a844-4f 13.0
18b8e2b3-3bee-42 57.0
f8579c66-0892-45 71.0
c5537d14-53f5-40 6.0
931e2119-68e4-42 31.0
bdbbd6f5-740e-46 3.0
495f9bda-1474-45 14.0
aae96d17-0d9b-44 54.0
20e9308a-967c-49 10.0
01155413-62e3-49 6.0
6c07b189-7e1a-44 53.0
76a193b9-f275-49 63.0
47c4fffd-9391-44 61.0
d06edee9-6992-44 31.0
edef270a-c86b-4f 30.0
55fcf638-2d21-45 23.0
a7dc6a97-b084-41 47.0
961a09b9-1705-4a 48.0
8a38d20b-1fc5-4b 49.0
33e29302-8c69-4c 19.0
d708babe-0e44-4a 45.0
754914dc-b664-4a 19.0
447c94e0-844c-4d 21.0
f9562c48-6aa3-48 44.0
1d7b369a-28fb-4f 21.0
058ee317-7aeb-40 13.0
3502fe54-8017-4b 27.0
4c6f78f5-0348-44 14.0
fa3ffdd6-7897-46 41.0
cbe6ae23-0a48-4e 21.0
9d46ad52-b8dc-4b 27.0
1af3e925-470f-44 28.0
1d2d3883-9e65-4f 18.0
ad07647e-fc1e-4d 65.0
c053e64e-50cf-4f 14.0
558aceab-a2eb-42 37.0
9da451a4-43d7-41 7.0
cae8a525-3a31-46 1.0
2ca3ea8c-8811-4f 65.0
80c01099-99d2-4b 50.0
a6b24a5f-4f77-46 14.0
0c836ca8-ef04-48 50.0
c8f64d29-bffa-44 39.0
eb96c877-4b35-43 42.0
69726298-7397-44 15.0
49d795fd-1426-45 46.0
98a1ed1f-a558-4a 39.0
fce53391-2ba6-42 74.0
4c483b9c-afde-4a 16.0
6ccbc3ef-abff-4f 32.0
ec6843dc-ed78-45 6.0
eccd16d2-1f27-41 33.0
bc1f799f-7a25-4e 40.0
ab74e38a-99e1-48 44.0
223e8710-4bdf-4a 20.0
ed1f0987-332e-4a 23.0
1d5cded0-43aa-43 41.0
22bd9053-8de1-45 57.0
fd006974-0bda-4b 50.0
0eea8b94-e432-4b 28.0
ee81d709-12cf-41 29.0
ff0e2b0c-239f-4f 28.0
140067ab-7de2-43 39.0
cd21ce59-1d56-45 40.0
e42ae6e9-8c40-48 13.0
10c0ba6f-d107-45 29.0
59df713d-5044-4d 57.0
8a431ab6-d229-4b 53.0
f9c01eb5-6b85-43 62.0
ae09a9b0-937b-48 15.0
6c976f5a-3357-43 68.0
