888dd1e4-bea6-44 52.0
52687d64-b7e6-47 50.0
919cb957-9e72-42 22.0
9eba72cd-5147-4c 66.0
9f8aae2e-307d-47 39.0
b38385df-6296-49 55.0
ae6123e7-e8f3-4b 52.0
6cedc834-3fc2-40 22.0
97e82e05-d4f3-45 53.0
48bc8d4c-c272-41 49.0
3f7463c7-22f7-42 25.0
1d84f802-119c-4f 41.0
1d613034-32cd-4a 10.0
2050b702-daa3-46 35.0
0c6111bd-0165-42 28.0
5f51ef72-72c2-42 22.0
bdae37e3-a7d1-44 0.0
4ccdde3a-c77a-41 66.0
ec8c18ad-e75d-4d 59.0
07ef08a2-a07c-43 59.0
cdfdac83-9cca-4f 22.0
08a05cf5-4fb4-45 55.0
80e3950d-496d-45 69.0
a9979da8-14c2-44 54.0
1ad3424b-e01c-4c 67.0
246311db-ac96-41 26.0
c6570acc-228c-40 26.0
843cc3a7-3e96-40 65.0
68c9d829-596b-4d 59.0
8caeb0e3-a34c-47 36.0
4b0a62c4-43df-4b 44.0
33775db2-b05c-4b 73.0
cda7f10c-ca19-48 9.0
66ba9c8f-744b-46 5.0
d407aee1-c4a5-46 38.0
3f5c3362-c816-45 37.0
99a154fa-66e3-4c 93.0
8d6b7cad-e8b5-48 44.0
ff16c580-80d4-4f 34.0
0b7467c7-7dbe-42 33.0
87acaa3e-f5c2-45 31.0
9e84ee2b-7476-42 44.0
8f1999fb-8c79-46 43.0
c5ef20d4-8a5c-40 57.0
066d99be-e870-4d 29.0
6d7ab8cf-0e17-4d 2.0
135970d6-ca61-43 57.0
c4cb4ffc-f5cd-48 22.0
d933a0f3-6040-4d 31.0
75f739de-4668-40 4.0
142f1747-d6e3-4c 37.0
f8f5cdf9-60e2-49 10.0
ec05c404-6715-47 46.0
099d6853-ab82-4a 11.0
31662191-4044-47 20.0
337115e6-771b-4c 44.0
c65b42f8-f34f-4e 4.0
18c8d1de-c0a7-4a 38.0
f98f7a75-db1d-45 66.0
dc4e2984-f1be-4b 18.0
47cb13e5-7e98-44 44.0
f93775ad-b91d-41 42.0
0fcd61a7-37dc-46 30.0
225318a8-a90a-45 43.0
f7e2cbe6-ed3a-4a 90.0
3b2fbc94-499b-42 29.0
ed566229-0c0e-4a 70.0
1b87e06c-076d-46 76.0
4f8b551c-f344-4a 15.0
8fef2451-9cec-46 67.0
412ce6c7-e643-49 25.0
165e6ea5-7a1c-45 51.0
edb9973a-8031-4b 24.0
9ae066fd-eb51-4a 61.0
2ce993df-9296-40 3.0
5d491c67-33f0-4d 26.0
2d2d7130-f953-49 36.0
795a625a-edc0-44 39.0
0f6c899d-0ddc-4e 50.0
8fd2054f-647d-4b 37.0
44d58daf-06de-46 46.0
7fb8f85f-b760-45 73.0
5b6926f7-a787-4b 3.0
fdc8b6aa-5520-4c 66.0
df5237ee-6fac-40 25.0
5a3c9944-69ae-42 34.0
02d9eb8d-6bf6-4d 9.0
39e9c6e2-0ee3-4a 25.0
b02adb45-7bd5-4c 24.0
b90923c6-fc07-45 3.0
0c380a5f-7b0f-42 29.0
7de42e85-25d6-41 67.0
b8e70e9d-2960-42 60.0
7b05de6d-a7f4-40 10.0
ca7f0685-9930-4d 39.0
b464602c-f87e-49 36.0
359c37da-cdd2-4e 10.0
cbe8c020-361e-4b 29.0
6dad896a-d868-45 39.0
b6121950-2c71-44 8.0
b37e32fb-e230-43 29.0
08ac99ff-48f9-43 38.0
7761e23f-1375-40 29.0
f3a7d9df-f069-48 24.0
