59285946-f731-4d 54.0
5c77b12d-8b2c-45 53.0
8294c026-0806-4d 50.0
598d5fdb-8c5c-42 52.0
03dd8666-e3ea-47 57.0
f9844650-e0d7-46 25.0
29c5cf8f-c2d8-43 24.0
db7f7e42-93e1-4b 7.0
d530a75f-09ed-42 60.0
906eb94f-c4b9-48 55.0
e6cb5d4a-eba8-45 54.0
2cc348a7-54f0-4f 19.0
b10801bc-fa46-46 58.0
47f3bc59-58c1-46 57.0
19ddb25f-f5c2-4d 34.0
a5477aa3-6fe5-40 7.0
6b9cef80-049e-4f 33.0
03c90ded-8b79-41 19.0
93fe22c8-5f12-4b 73.0
23ed9176-4292-45 19.0
c07fe608-4aff-4b 56.0
30c4cd97-2e93-4f 52.0
5722cb81-7a3c-48 58.0
a01d7e73-a187-4b 0.0
314843df-9cd3-4c 54.0
acc4c68f-2896-45 49.0
0627dfa2-c7e4-4a 45.0
74979320-7bdb-42 13.0
94dca8fe-fcc1-4c 16.0
e9cc8e4e-4836-41 19.0
fa7d6498-1bbb-4f 4.0
f588aa36-623b-48 55.0
35e56dfd-05c3-43 32.0
6f9428f5-abd8-40 27.0
e7fc6555-1f29-44 31.0
3a4c7933-9286-4b 72.0
3f19d2ed-5d64-48 74.0
3b0ad28c-6187-45 42.0
787c46b9-21da-4d 13.0
8bb200e8-5773-4e 32.0
2c5f239b-e6f0-43 41.0
0c130e1a-4ea5-4c 41.0
d92d7d48-81b4-47 11.0
744a7849-63d1-46 38.0
b3fc7764-25ba-44 60.0
22cba97a-3887-4a 43.0
20b4c67a-2dbe-42 67.0
2124d8f4-836f-4d 59.0
db86a591-cdf1-4f 5.0
3f61c441-2582-4c 38.0
655daf38-aabf-40 59.0
89846021-6984-47 24.0
3fdd6b53-9064-49 76.0
3caca7e3-9869-48 78.0
db072bfd-26fc-43 15.0
672a5a9c-8987-44 24.0
b387b73f-6815-45 83.0
4c51aa4c-a9e3-46 49.0
1f466aee-1224-41 30.0
2b855843-31e0-4e 79.0
ce996d5b-d357-44 75.0
a60d60f1-0d0e-4b 50.0
dfc91ed3-f1b2-4e 37.0
302be03a-31e1-45 24.0
62a21362-77de-4e 44.0
78e5325e-0fda-4c 22.0
1ad7a9e7-0cd3-4b 70.0
ad1d912b-2c3f-45 87.0
8112f163-7d61-44 92.0
e61e6376-ca98-4e 4.0
4d62377c-f4e9-4f 49.0
52a42fc7-bc21-43 0.0
a1106fa7-77f0-47 7.0
7d5d9518-bcc3-45 36.0
d26ebbef-770a-4e 35.0
2c3283e3-c271-41 11.0
419265ce-712e-48 67.0
9c54df2a-d535-4c 5.0
d0c0bf61-00d8-43 29.0
0f7328fc-afc0-43 55.0
1ae546c1-c026-45 22.0
7b930015-b661-4a 57.0
39846be8-e554-4c 15.0
4dd4f19d-3686-4b 29.0
e291f390-cbf2-44 62.0
08d8a16d-6922-4e 51.0
01dd5644-1edb-48 35.0
a77e45a3-c034-4d 13.0
09d3e7c0-7188-40 14.0
d40aded3-3ca3-44 46.0
0146ac30-e9f1-47 43.0
36148356-42be-40 52.0
3c476087-e248-41 58.0
c540a5c3-7d41-46 14.0
28ed9561-83f1-43 72.0
