27202d3f-618f-45 57.0
eff6b0ce-0e76-44 19.0
c9ce1067-a0d0-49 29.0
893c56e6-4936-43 27.0
72648528-0589-42 38.0
e8451b0d-e39f-46 2.0
0ae6c76f-e89e-4b 18.0
8e126419-830f-42 43.0
a575fe87-e345-45 49.0
6f158d32-6c72-4d 46.0
1d4545ef-d3e0-40 32.0
4a04e93a-283a-46 31.0
8285563f-4b87-46 32.0
df5ddf97-9e19-46 35.0
e2a65c70-c060-42 9.0
b42d1c17-93eb-4c 54.0
3e851cd9-ccee-4a 14.0
82c9c8aa-1ea7-4b 18.0
b75edfe1-0e7d-41 15.0
71b0245e-581b-4b 46.0
66e0b8a1-8256-41 24.0
baf58c1a-2256-44 16.0
c7fc0b99-4921-4f 38.0
b2fa65f4-6a06-49 11.0
b2513d90-2d42-4b 53.0
717e81ff-a844-46 21.0
89b03571-22f9-46 52.0
6bdc3103-961d-45 52.0
04244b07-529e-41 56.0
7fa5d58e-7da7-4d 52.0
3f4d310d-0a9a-40 0.0
e67727eb-346c-4b 51.0
80a4e784-2b89-42 52.0
be263c9f-4a74-43 22.0
de16c283-f971-40 49.0
686cfd5f-bb46-41 5.0
ffa4e814-676b-4e 28.0
dd48aff6-f44e-40 23.0
42d9da94-f84f-45 37.0
d8a543b6-9785-40 70.0
fbdc772b-5280-4a 70.0
dc1c08e4-0850-44 96.0
452ad4a8-a502-47 51.0
b6fa3dc2-351b-42 69.0
f4b0d310-7c1c-46 27.0
2f98389e-b428-44 25.0
9595aefc-80aa-4e 58.0
435632bf-560b-4e 44.0
7e6f6d0f-e25e-4b 59.0
7b518d7e-dc36-4e 57.0
ef96ae76-3691-4e 46.0
533738b5-c376-44 48.0
24c8ce3b-c663-4e 1.0
a76e1d5b-3c2d-41 26.0
16aebebf-f9a9-42 46.0
353dc6de-4f4c-45 2.0
62f402ba-4e1c-49 48.0
91aaca5e-f62d-4f 46.0
20b3e730-4284-4b 40.0
2469cf6a-7ce0-47 13.0
196408cf-cd16-4d 57.0
29b8a0c3-0fe4-49 30.0
1dda60b4-b58e-45 60.0
fdd455cf-79d8-43 41.0
2626d34e-d21a-4f 70.0
6358d22d-ddbe-40 8.0
35aaf159-0453-48 36.0
7e8ff0fd-ad0d-41 9.0
395a2a9f-ba2e-40 35.0
e33b043b-59b2-49 54.0
dcf0a20f-adb3-48 58.0
91f341c1-cec6-4c 17.0
1bb125a5-34a7-49 47.0
cf4297eb-7729-46 94.0
3f7068f9-e021-4e 74.0
e085872f-f666-42 27.0
1c0630b3-6457-41 3.0
62507b90-f0d0-4c 43.0
fdfbeace-08e6-49 35.0
6f80f501-5b99-4b 14.0
04be9a08-f9a8-4c 5.0
8f5220e0-49ec-4f 0.0
d0316f95-d090-43 7.0
a713614f-4327-4f 65.0
8fc60eed-d6c0-45 63.0
21b91d95-99a5-47 46.0
1ec06362-5449-4b 98.0
c0912c79-cdc2-4a 60.0
6d375cbf-b72e-43 41.0
68dccaed-b0d7-4c 42.0
66ada43e-c562-42 34.0
d9f1bfff-f01b-46 64.0
159c1f74-d101-40 37.0
c49ef534-8bc3-4f 70.0
54205c7f-cf8e-4a 72.0
1ea2f6a2-18fc-4f 40.0
97103c44-c37a-48 59.0
bd50755f-f7ae-41 58.0
37d3612e-5175-46 56.0
48aed31f-0d1d-4d 33.0
e4ba2813-2b53-4c 73.0
bef98de2-7eec-41 15.0
a61c81eb-a05b-45 40.0
5d6b1204-1d52-47 65.0
eef3e84e-a1dc-40 23.0
d2c35228-98ce-4d 26.0
bac62694-ef1e-44 29.0
2c90f342-a2d4-43 27.0
470e42bf-9497-4f 27.0
cab0f2da-5c3a-4e 28.0
043e09a0-2e90-4b 95.0
c8349a27-2ea7-4d 40.0
d2098223-e955-4c 49.0
1df0f3ce-8f2f-4f 51.0
3334b10f-66e3-4a 16.0
00648058-eda4-4f 26.0
fec534c6-12a7-45 28.0
89529586-14ac-4e 15.0
60f8cb83-c909-40 89.0
19f6a549-9647-4f 15.0
66e9108d-c72e-4c 40.0
58fc3771-6911-43 58.0
e37aa7fd-0839-49 17.0
c6ad0f48-d8c9-47 48.0
d6e96721-6610-4b 35.0
d2929ffa-b0fd-46 32.0
ed6d17e5-6ac1-4f 70.0
128d6b05-1268-4a 42.0
28322754-dbb0-4b 59.0
55ec3d9d-1623-41 3.0
6d51f838-570a-4d 42.0
b9ebb422-2ef3-45 42.0
1c9b611d-71af-47 42.0
ffbf03d0-f8bc-48 41.0
67c59726-7e1a-42 73.0
b989f0b2-9efc-4c 9.0
978cd7a6-7882-47 51.0
2e9c2bbe-f007-4f 86.0
03887745-0fba-4d 58.0
a0a23dd6-d9de-43 59.0
68547300-0dff-4c 50.0
3947e404-5afd-40 74.0
2066d622-31d1-49 34.0
7a7b8ae6-45e5-43 0.0
a6165c19-c968-4e 2.0
3fa9e658-4615-4b 66.0
273d7c5c-6e47-48 66.0
930de43f-ed41-46 22.0
b0727a87-33e0-45 61.0
2b737a72-743a-44 57.0
00febf65-c258-46 39.0
9756a15e-7b3b-4f 38.0
6c45de23-dedc-41 36.0
049e710b-bc75-4b 34.0
f2350bb7-3ec7-41 18.0
a78623f8-91cc-46 74.0
de8396f6-0c3f-43 14.0
0802a23a-52dd-43 8.0
23666832-8678-4e 41.0
d8a6c5ed-b08f-4e 25.0
08f40781-ff53-43 35.0
57090ddc-8b28-45 40.0
a005eaf7-2d30-47 5.0
54669288-41a2-43 35.0
3863ab9e-0b87-46 70.0
964fad2b-713f-45 27.0
b46e5e48-c330-4f 7.0
cdc1f0a0-8787-4b 61.0
c1dcab59-8cb8-42 25.0
801327b4-29fa-4a 25.0
c2a34397-2cd0-43 18.0
c54eb036-6095-4e 23.0
1db83b65-a917-4b 53.0
43525c28-95d0-40 58.0
d966ac1c-9a06-4a 2.0
984a7dee-3a79-4b 31.0
478465f2-81ad-44 85.0
96321dab-1843-40 32.0
b4cd94c5-c66a-42 28.0
31b1d922-9d1a-4d 46.0
548876c7-746a-48 30.0
01a2bd15-ace7-4d 46.0
943e2fdb-49da-48 17.0
c42d2d37-bb6d-40 13.0
5ea4e1b8-ad31-4b 5.0
a2e4055e-f8f2-49 10.0
b62b9016-5fcd-49 55.0
c58c2aea-8fff-47 59.0
175e0a21-2a0e-41 0.0
b011760a-279d-40 55.0
7b998be2-60ec-49 59.0
db7a9b58-0485-47 26.0
84e8177c-6963-49 30.0
f1f295d2-f25c-4a 21.0
9bf66e95-074f-4a 55.0
85946f17-ed2e-46 22.0
2f0cb7a1-8c9f-4c 55.0
4ed96c78-759f-47 40.0
0c01197d-2748-49 40.0
ca2898f3-c866-49 41.0
90c24334-8cd9-43 39.0
e2eb5bc8-ef8f-4b 59.0
ccf1cc62-50e0-4f 50.0
5c84de0e-3501-42 2.0
0e45f827-772b-4f 57.0
cdc2b845-9f15-43 58.0
28c3b546-d46f-48 15.0
98971266-2ca3-41 43.0
c79c6ee9-8ff3-4a 31.0
cb6a2128-fd9d-48 30.0
2a27253e-df7b-43 61.0
5a053289-a301-4c 7.0
67ffb099-78d1-4c 5.0
3d4936d0-3ac5-4f 55.0
e68f1bc3-b31a-47 62.0
a0cefef0-b044-4f 62.0
7e067e31-4b52-44 1.0
cb90edf3-a4d5-4b 37.0
a34772ea-4a40-43 44.0
011269ca-8737-4f 6.0
9279dbe9-8426-47 8.0
f1e558d8-f974-46 7.0
